TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
9677,CloneX #9677,https://clonex-assets.rtfkt.com/images/9677.png,https://clonex-assets.rtfkt.com/9677,Human,BLCK Shape Up,JS Tee,KAWAII CHRM,,,,PURP,,Aviator,,,
9669,CloneX #9669,https://clonex-assets.rtfkt.com/images/9669.png,https://clonex-assets.rtfkt.com/9669,Robot,BLU OCTOPUS,ORNG FRSH Shirt,DRIP CHRM,,MK2,MK2,,,,,,
9671,CloneX #9671,https://clonex-assets.rtfkt.com/images/9671.png,https://clonex-assets.rtfkt.com/9671,Demon,WHT Unkept,RD BBL Vest,MRBLE G-Link,GLD GRILLS,,,,,Snow Storm,,,
9668,CloneX #9668,https://clonex-assets.rtfkt.com/images/9668.png,https://clonex-assets.rtfkt.com/9668,Human,BRWN Unkept,GRN HAWAIIAN Shirt,,,,,PNK,,,,,
9667,CloneX #9667,https://clonex-assets.rtfkt.com/images/9667.png,https://clonex-assets.rtfkt.com/9667,Robot,PNK Shape Up,V4 WHT SKL GRL,PURP G-Link,,MK1,MK1,,,VSN Glasses,,,
9673,CloneX #9673,https://clonex-assets.rtfkt.com/images/9673.png,https://clonex-assets.rtfkt.com/9673,Robot,PNK Shape Up,BRWN Fur Coat,,,MK1,MK1,,,,,,
9674,CloneX #9674,https://clonex-assets.rtfkt.com/images/9674.png,https://clonex-assets.rtfkt.com/9674,Human,BRWN Shaggy,THRML PFA JCKT,,Lollipop,,,BRWN,SMLY TAT,,,,
9670,CloneX #9670,https://clonex-assets.rtfkt.com/images/9670.png,https://clonex-assets.rtfkt.com/9670,Human,BLU Stylish,WHT Utility Vest,,,,,PNK-BLU,,,,,
9676,CloneX #9676,https://clonex-assets.rtfkt.com/images/9676.png,https://clonex-assets.rtfkt.com/9676,Robot,PURP Curtains,WAGMI Tee,GLD CBLE,,MK1,MK1,,,BTC,,,
9665,CloneX #9665,https://clonex-assets.rtfkt.com/images/9665.png,https://clonex-assets.rtfkt.com/9665,Robot,BLND Hairclip,RCS Tee,SLVR Two Piece,,,,,,Cyber Eyes,,,
9666,CloneX #9666,https://clonex-assets.rtfkt.com/images/9666.png,https://clonex-assets.rtfkt.com/9666,Robot,BLU MoHWK,RTFKT x TM RNBW FLOWER PFA,RD ZK-BEADZ,,MK1,MK1,,,Drip Scouter,,Energy Wings,
9663,CloneX #9663,https://clonex-assets.rtfkt.com/images/9663.png,https://clonex-assets.rtfkt.com/9663,Robot,BLND Flower Wreath,WHT PNK Fur Coat,DRIP CHRM,,,,,,,,,
9661,CloneX #9661,https://clonex-assets.rtfkt.com/images/9661.png,https://clonex-assets.rtfkt.com/9661,Human,BLCK Shape Up,BRWN Fur Coat,,,,,YLLW,,,,,
9662,CloneX #9662,https://clonex-assets.rtfkt.com/images/9662.png,https://clonex-assets.rtfkt.com/9662,Angel,GRN Shape Up,RTFKT X TM RNBW FLOWER,,,Divine,Divine,,,,,,
9664,CloneX #9664,https://clonex-assets.rtfkt.com/images/9664.png,https://clonex-assets.rtfkt.com/9664,Robot,GRN Shape Up,GRDNT PFA JCKT,SLVR G-Link,,,,,,,,,
9659,CloneX #9659,https://clonex-assets.rtfkt.com/images/9659.png,https://clonex-assets.rtfkt.com/9659,Human,WHT BWLCUT,NEON HOODIE,,MAD,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
9660,CloneX #9660,https://clonex-assets.rtfkt.com/images/9660.png,https://clonex-assets.rtfkt.com/9660,Human,BLU Shape Up,JELLYFISH BLW UP JCKT,,Lollipop,MURAKAMI DRIP,MURAKAMI DRIP,PNK,WEBZ TAT,,SLVR STUD,,
9658,CloneX #9658,https://clonex-assets.rtfkt.com/images/9658.png,https://clonex-assets.rtfkt.com/9658,Human,RCSave Cap,RTFKT X TM RNBW FLOWER,CHRM,1Tooth,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,SPiKED BILLIONAIRE,,PNK UNDRWRLD WINGZ,
9651,CloneX #9651,https://clonex-assets.rtfkt.com/images/9651.png,https://clonex-assets.rtfkt.com/9651,Human,PNK Pigtails,FLOOR Tee,Bladez CHKR,,,,BLCK Surprised,,,,,
9655,CloneX #9655,https://clonex-assets.rtfkt.com/images/9655.png,https://clonex-assets.rtfkt.com/9655,Angel,PURP Shape Up,,,WZRD,,,,,,,,
9656,CloneX #9656,https://clonex-assets.rtfkt.com/images/9656.png,https://clonex-assets.rtfkt.com/9656,Human,GRN BWLCUT,JELLYFISH BLW UP JCKT,,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,PTRA Earring,,
9653,CloneX #9653,https://clonex-assets.rtfkt.com/images/9653.png,https://clonex-assets.rtfkt.com/9653,Human,GOAT HRNS,BLU PURP BNDN Shirt,,,,,GRN,,,,,
9649,CloneX #9649,https://clonex-assets.rtfkt.com/images/9649.png,https://clonex-assets.rtfkt.com/9649,Robot,PURP Hacker,PNK HiTECH Gown,,,,,,,,,,
9652,CloneX #9652,https://clonex-assets.rtfkt.com/images/9652.png,https://clonex-assets.rtfkt.com/9652,Angel,BLCK Wrap,RTFKT CHROME Tee,,,,,,,,,,
9650,CloneX #9650,https://clonex-assets.rtfkt.com/images/9650.png,https://clonex-assets.rtfkt.com/9650,Human,PNK BWLCUT,SD Tee,PURP ZK-BEADZ,Ghost,MURAKAMI DRIP,MURAKAMI DRIP,RNBW,11-11 TAT,,,,
9657,CloneX #9657,https://clonex-assets.rtfkt.com/images/9657.png,https://clonex-assets.rtfkt.com/9657,Human,BRWN Unkept,888 POLO,,,,,CLSD BLU,,Eye Patch,,,
9654,CloneX #9654,https://clonex-assets.rtfkt.com/images/9654.png,https://clonex-assets.rtfkt.com/9654,Human,Sound Wave,BLCK BNDN Shirt,CYN CBLE,,,,BRWN,Sword VSN  TAT,Eye Patch,,,
9647,CloneX #9647,https://clonex-assets.rtfkt.com/images/9647.png,https://clonex-assets.rtfkt.com/9647,Robot,CYBR DRDZ,BLCK GM Tee,,,,,,,VSN Glasses,,Robotic Arms,
9648,CloneX #9648,https://clonex-assets.rtfkt.com/images/9648.png,https://clonex-assets.rtfkt.com/9648,Human,PNK Curtains,CLNX FRSH Shirt,S-PDLCK,,,,BLU,CLNX TAT,,,,
9639,CloneX #9639,https://clonex-assets.rtfkt.com/images/9639.png,https://clonex-assets.rtfkt.com/9639,Human,BLU Stylish,V2 BLCK SKL GRL,,,,,GRN,,,,,
9642,CloneX #9642,https://clonex-assets.rtfkt.com/images/9642.png,https://clonex-assets.rtfkt.com/9642,Robot,PNK Pigtails,V2 BLCK SKL GRL,G-PDLCK,,,,,,,,,
9640,CloneX #9640,https://clonex-assets.rtfkt.com/images/9640.png,https://clonex-assets.rtfkt.com/9640,Robot,PURP BRDZ,WHT PNK Fur Coat,,,,,,,Assault Glasses,Gold Round Earrings,,
9646,CloneX #9646,https://clonex-assets.rtfkt.com/images/9646.png,https://clonex-assets.rtfkt.com/9646,Angel,RD Pigtails,WAGMI Tee,DRIP CHRM,,,,,,,,,
9644,CloneX #9644,https://clonex-assets.rtfkt.com/images/9644.png,https://clonex-assets.rtfkt.com/9644,Robot,WHT BWLCUT,BRWN TCTL Vest,,SFTY Mask,,,,,,,,
9643,CloneX #9643,https://clonex-assets.rtfkt.com/images/9643.png,https://clonex-assets.rtfkt.com/9643,Human,BRWN Shaggy,STRIPE Tee,DRIP CHRM,,,,BLU,,,,,
9641,CloneX #9641,https://clonex-assets.rtfkt.com/images/9641.png,https://clonex-assets.rtfkt.com/9641,Human,PNK Curtains,Blade Melt Tee,,,,,PURP,,DRIP VISION,,,
9645,CloneX #9645,https://clonex-assets.rtfkt.com/images/9645.png,https://clonex-assets.rtfkt.com/9645,Robot,ORNG Bandana TECH Cap,CAMO BBL Vest,CYN CBLE,Mustache,MK2,MK2,,,,SLVR STUD,,
9638,CloneX #9638,https://clonex-assets.rtfkt.com/images/9638.png,https://clonex-assets.rtfkt.com/9638,Robot,BRWN Stylish,BLU PURP BNDN Shirt,GPURP Two Piece,,,,,,,RTFKT Earrings,,
9636,CloneX #9636,https://clonex-assets.rtfkt.com/images/9636.png,https://clonex-assets.rtfkt.com/9636,Human,BLND Pigtails,RFX Tee,Bladez CHKR,,,,CLSD BLU-PURP,,,,,
9637,CloneX #9637,https://clonex-assets.rtfkt.com/images/9637.png,https://clonex-assets.rtfkt.com/9637,Human,GRN Shape Up,BLCK GM Tee,,,,,BLU-PURP,SAD TAT,,GLD Round,,
9635,CloneX #9635,https://clonex-assets.rtfkt.com/images/9635.png,https://clonex-assets.rtfkt.com/9635,Robot,PNK Pigtails,BLCK VARSITY JCKT,,,MK-BLCK,MK-BLCK,,,,,,
9634,CloneX #9634,https://clonex-assets.rtfkt.com/images/9634.png,https://clonex-assets.rtfkt.com/9634,Human,GRN Hacker,BRED KBA JCKT,,,,,BRWN,,Cyber Eye Patch,,,
9632,CloneX #9632,https://clonex-assets.rtfkt.com/images/9632.png,https://clonex-assets.rtfkt.com/9632,Human,WHT BWLCUT,BLCK BNDN Shirt,,,,,PURP,,,GLD Round,,
9633,CloneX #9633,https://clonex-assets.rtfkt.com/images/9633.png,https://clonex-assets.rtfkt.com/9633,Human,BLCK Unkept,BLU Tech JCKT,,Organism M78.8,MURAKAMI DRIP,MURAKAMI DRIP,RD CRYSTL,WARNING TAT,,,GRN UNDRWRLD WINGZ,
9631,CloneX #9631,https://clonex-assets.rtfkt.com/images/9631.png,https://clonex-assets.rtfkt.com/9631,Robot,GRN Stylish,WHT Utility Vest,SLVR CBLE,,,,,,,,,
9629,CloneX #9629,https://clonex-assets.rtfkt.com/images/9629.png,https://clonex-assets.rtfkt.com/9629,Robot,BLCK Quiff,JS Tee,SLVR Two Piece,Ghost,,,,,,,,
9630,CloneX #9630,https://clonex-assets.rtfkt.com/images/9630.png,https://clonex-assets.rtfkt.com/9630,Human,PNK Curtains,HVY MTL HOODIE,S-HIRE CBLE,,,,CLSD YLLW,,,Cross Earring,,
9628,CloneX #9628,https://clonex-assets.rtfkt.com/images/9628.png,https://clonex-assets.rtfkt.com/9628,Human,BLCK Hairclip,BLCK PIN BKR JCKT,DRIP CHRM,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
9622,CloneX #9622,https://clonex-assets.rtfkt.com/images/9622.png,https://clonex-assets.rtfkt.com/9622,Robot,GRN Head Scarf,LIME GANG,SLVR CBLE,Ghost,,,,,Cyber Eye Patch,,,
9624,CloneX #9624,https://clonex-assets.rtfkt.com/images/9624.png,https://clonex-assets.rtfkt.com/9624,Angel,GRN Head Scarf,WAGMI Tee,,,,,,,VSN Glasses,,,
9626,CloneX #9626,https://clonex-assets.rtfkt.com/images/9626.png,https://clonex-assets.rtfkt.com/9626,Angel,BLND Ponytail,V4 WHT SKL GRL,,Lollipop,Divine,Divine,,,,,,
9625,CloneX #9625,https://clonex-assets.rtfkt.com/images/9625.png,https://clonex-assets.rtfkt.com/9625,Robot,PURP Hacker,PURP KBA JCKT,KAWAII CHRM,,,,,,,,,
9627,CloneX #9627,https://clonex-assets.rtfkt.com/images/9627.png,https://clonex-assets.rtfkt.com/9627,Robot,BLCK Soundwave,BLCK Jellyfish Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
9623,CloneX #9623,https://clonex-assets.rtfkt.com/images/9623.png,https://clonex-assets.rtfkt.com/9623,Human,MEDUZA,RD BBL Vest,,TCTL SMILE,,,BLU,,BTC,,,
9619,CloneX #9619,https://clonex-assets.rtfkt.com/images/9619.png,https://clonex-assets.rtfkt.com/9619,Robot,Cowboy,CLNX HOODIE,,Cyber Jaw,MK-BLCK,MK-BLCK,,,,,,
9621,CloneX #9621,https://clonex-assets.rtfkt.com/images/9621.png,https://clonex-assets.rtfkt.com/9621,Angel,BLCK Hairclip,BLCK GM Tee,PURP G-Link,,,,,,,,,
9620,CloneX #9620,https://clonex-assets.rtfkt.com/images/9620.png,https://clonex-assets.rtfkt.com/9620,Human,BLCK Spike,MONO Tee,CHRM,,,,BLU,TRi HRUS TAT,Cyber Bindi,,Energy Wings,
9615,CloneX #9615,https://clonex-assets.rtfkt.com/images/9615.png,https://clonex-assets.rtfkt.com/9615,Human,Kawaii,BRWN Fur Coat,,MAD,,,BLU-PURP,,,,,
9616,CloneX #9616,https://clonex-assets.rtfkt.com/images/9616.png,https://clonex-assets.rtfkt.com/9616,Robot,WHT Ponytail,JS HOODIE,,SFTY Mask,,,,,,,,
9617,CloneX #9617,https://clonex-assets.rtfkt.com/images/9617.png,https://clonex-assets.rtfkt.com/9617,Robot,PNK Spiked,RTFKT CHROME Tee,,,,,,,,,,
9618,CloneX #9618,https://clonex-assets.rtfkt.com/images/9618.png,https://clonex-assets.rtfkt.com/9618,Demon,BLCK Unkept,BLCK Tee,,SMILE,DRK,DRK,,,,,,
9614,CloneX #9614,https://clonex-assets.rtfkt.com/images/9614.png,https://clonex-assets.rtfkt.com/9614,Robot,PNK Curtains,BLCK-BLK Waistcoat,,Cigar,MK-BLCK,MK-BLCK,,,,,,
9610,CloneX #9610,https://clonex-assets.rtfkt.com/images/9610.png,https://clonex-assets.rtfkt.com/9610,Human,WHT Unkept,GRN HAWAIIAN Shirt,,,,,PURP,369 VSN TAT,,,,
9607,CloneX #9607,https://clonex-assets.rtfkt.com/images/9607.png,https://clonex-assets.rtfkt.com/9607,Human,CYBR DRDZ,GRN Fur Coat,,,,,PNK,,Assault Glasses,,,
9611,CloneX #9611,https://clonex-assets.rtfkt.com/images/9611.png,https://clonex-assets.rtfkt.com/9611,Human,Kawaii,BLCK VARSITY JCKT,,Bubblegum,,,CLSD BLU,,,,,
9606,CloneX #9606,https://clonex-assets.rtfkt.com/images/9606.png,https://clonex-assets.rtfkt.com/9606,Human,Brain Machine,BLU BNDN Shirt,S-PDLCK,,STONED,STONED,BLU-PURP,,,,,
9609,CloneX #9609,https://clonex-assets.rtfkt.com/images/9609.png,https://clonex-assets.rtfkt.com/9609,Human,PNK Pilot,GRDNT PFA JCKT,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,BLU,SKULL WEBZ TAT,,,SPLASH,
9612,CloneX #9612,https://clonex-assets.rtfkt.com/images/9612.png,https://clonex-assets.rtfkt.com/9612,Angel,BLND Hairclip,BLCK BKR JCKT,CHRM,Pilot Mask,,,,,BTC,Gold Round Earrings,,
9605,CloneX #9605,https://clonex-assets.rtfkt.com/images/9605.png,https://clonex-assets.rtfkt.com/9605,Demon,WHT Curtains,IRI BLW UP JCKT,S-HIRE G-Link,1Tooth,,,,,VSN Glasses,GLD STUD,,
9613,CloneX #9613,https://clonex-assets.rtfkt.com/images/9613.png,https://clonex-assets.rtfkt.com/9613,Human,ZK Bucket,IRI Tech JCKT,,WZRD,,,GRN,TRi TAT,,,,
9608,CloneX #9608,https://clonex-assets.rtfkt.com/images/9608.png,https://clonex-assets.rtfkt.com/9608,Robot,Witch,Blade Melt Tee,,Pilot Mask,MK1,MK1,,,Snow Storm,,,
9602,CloneX #9602,https://clonex-assets.rtfkt.com/images/9602.png,https://clonex-assets.rtfkt.com/9602,Robot,PURP Wrap,WAGMI Tee,GPURP Two Piece,,MK1,MK1,,,,,,
9600,CloneX #9600,https://clonex-assets.rtfkt.com/images/9600.png,https://clonex-assets.rtfkt.com/9600,Angel,WHT Quiff,GM HOODIE,CYN Two Piece,,Divine,Divine,,,Assault Glasses,,,
9601,CloneX #9601,https://clonex-assets.rtfkt.com/images/9601.png,https://clonex-assets.rtfkt.com/9601,Robot,GOAT HRNZ,PNK POLO,,,MK1,MK1,,,Glass X,,,
9603,CloneX #9603,https://clonex-assets.rtfkt.com/images/9603.png,https://clonex-assets.rtfkt.com/9603,Human,WHT Ponytail,V2 BLCK SKL GRL,RBY Two Piece,,,,BLU,369 TAT,,,,
9599,CloneX #9599,https://clonex-assets.rtfkt.com/images/9599.png,https://clonex-assets.rtfkt.com/9599,Human,Open Skull Helmet,BLCK Tee,,,,,BLU-PURP,,,,,
9604,CloneX #9604,https://clonex-assets.rtfkt.com/images/9604.png,https://clonex-assets.rtfkt.com/9604,Angel,BRWN Unkept,RFX Tee,SG-PDLCK,,Divine,Divine,,,VSN Glasses,,,
9597,CloneX #9597,https://clonex-assets.rtfkt.com/images/9597.png,https://clonex-assets.rtfkt.com/9597,Human,Cowboy,SPACE TRIP Tee,,Angry,,,BRWN,CLNX TAT,VSN Glasses,,,
9598,CloneX #9598,https://clonex-assets.rtfkt.com/images/9598.png,https://clonex-assets.rtfkt.com/9598,Human,Propeller Helmet,BLU Waistcoat,RBY Two Piece,Mustache,,,PNK,SAD TAT,3RD Eye,,,
9595,CloneX #9595,https://clonex-assets.rtfkt.com/images/9595.png,https://clonex-assets.rtfkt.com/9595,Demon,WHT Unkept,BLU ORNG BNDN Shirt,PURP Two Piece,,DRK,DRK,,,,,,
9593,CloneX #9593,https://clonex-assets.rtfkt.com/images/9593.png,https://clonex-assets.rtfkt.com/9593,Murakami,BLU Pigtails,BLU PURP BNDN Shirt,GLD CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,GRN UNDRWRLD WINGZ,
9591,CloneX #9591,https://clonex-assets.rtfkt.com/images/9591.png,https://clonex-assets.rtfkt.com/9591,Human,BLCK Unkept,WHT Utility Vest,,1Tooth,,,PURP,,Cyber Eye Patch,,,
9592,CloneX #9592,https://clonex-assets.rtfkt.com/images/9592.png,https://clonex-assets.rtfkt.com/9592,Robot,BLCK Shape Up,FLOOR Tee,IRI Blade CHKR,,MK1,MK1,,,,,,
9596,CloneX #9596,https://clonex-assets.rtfkt.com/images/9596.png,https://clonex-assets.rtfkt.com/9596,Robot,BLCK Quiff,ORNG FRSH Shirt,,Angry,,,,,,,,
9594,CloneX #9594,https://clonex-assets.rtfkt.com/images/9594.png,https://clonex-assets.rtfkt.com/9594,Demon,PNK Ponytail,PNK UNDRWRLD Uniform,,ROBO,MURAKAMI DRIP,MURAKAMI DRIP,GRN,,,GLD STUD,GRN UNDRWRLD WINGZ,
9590,CloneX #9590,https://clonex-assets.rtfkt.com/images/9590.png,https://clonex-assets.rtfkt.com/9590,Human,GRN Cyber Dreads,BLCK TCTL Vest,,,,,PNK,PROMO TAT,Cyborg V1,,Energy Wings,
9588,CloneX #9588,https://clonex-assets.rtfkt.com/images/9588.png,https://clonex-assets.rtfkt.com/9588,Human,BLND Quiff,RD BBL Vest,,,,,GRN,,Aviator,,,
9589,CloneX #9589,https://clonex-assets.rtfkt.com/images/9589.png,https://clonex-assets.rtfkt.com/9589,Robot,PNK BWLCUT,RFX Tee,,SMILE,,,,,,,,
9586,CloneX #9586,https://clonex-assets.rtfkt.com/images/9586.png,https://clonex-assets.rtfkt.com/9586,Human,PNK Spiked,WAGMI Tee,,Bamboo,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,HRUS TAT,,,,
9587,CloneX #9587,https://clonex-assets.rtfkt.com/images/9587.png,https://clonex-assets.rtfkt.com/9587,Human,BLCK Bandana TECH Cap,CAMO BBL Vest,S-HIRE G-Link,Angry,,,BLU,,Glass X,,,
9582,CloneX #9582,https://clonex-assets.rtfkt.com/images/9582.png,https://clonex-assets.rtfkt.com/9582,Human,WHT Unkept,PURP CAMO PFA JCKT,S-HIRE G-Link,,,,BLCK Surprised,,,,,
9585,CloneX #9585,https://clonex-assets.rtfkt.com/images/9585.png,https://clonex-assets.rtfkt.com/9585,Angel,WHT BWLCUT,PNK POLO,,SMILE,,,,,Eye Patch,,,
9581,CloneX #9581,https://clonex-assets.rtfkt.com/images/9581.png,https://clonex-assets.rtfkt.com/9581,Angel,BLU DRDZ,NEON HOODIE,,,,,,,,,,
9584,CloneX #9584,https://clonex-assets.rtfkt.com/images/9584.png,https://clonex-assets.rtfkt.com/9584,Robot,WHT Stylish,BLU Waistcoat,,,,,,,,,,
9583,CloneX #9583,https://clonex-assets.rtfkt.com/images/9583.png,https://clonex-assets.rtfkt.com/9583,Robot,WHT Unkept,SPACE TRIP Tee,CYN Two Piece,Angry,,,,,,,,
9580,CloneX #9580,https://clonex-assets.rtfkt.com/images/9580.png,https://clonex-assets.rtfkt.com/9580,Robot,BRWN Stylish,FLOOR Tee,,,,,,,,SLVR STUD,,
9575,CloneX #9575,https://clonex-assets.rtfkt.com/images/9575.png,https://clonex-assets.rtfkt.com/9575,Demon,DOB Hat,BLCK GM Tee,GPURP Two Piece,WZRD,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,Cyber Eye Patch,,,
9578,CloneX #9578,https://clonex-assets.rtfkt.com/images/9578.png,https://clonex-assets.rtfkt.com/9578,Robot,BLCK BWLCUT,BRWN TCTL Vest,GLD CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,All Seeing Eyes,
9576,CloneX #9576,https://clonex-assets.rtfkt.com/images/9576.png,https://clonex-assets.rtfkt.com/9576,Demon,LoneSome Cowboy,RTFKT CHROME Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
9574,CloneX #9574,https://clonex-assets.rtfkt.com/images/9574.png,https://clonex-assets.rtfkt.com/9574,Robot,ORNG Bandana TECH Cap,PURP Utility Vest,,,,,,,,,,
9577,CloneX #9577,https://clonex-assets.rtfkt.com/images/9577.png,https://clonex-assets.rtfkt.com/9577,Human,,PNK ORNG Fur Coat,Hi-TECH CBLE,,STONED,STONED,GRN,,BILLIONAIRE,,,
9579,CloneX #9579,https://clonex-assets.rtfkt.com/images/9579.png,https://clonex-assets.rtfkt.com/9579,Robot,GRN Cyber Dreads,GRN HAWAIIAN Shirt,RBY Two Piece,,,,,,,,,
9571,CloneX #9571,https://clonex-assets.rtfkt.com/images/9571.png,https://clonex-assets.rtfkt.com/9571,Robot,BLU Hacker,V2 BLCK SKL GRL,,,MK-BLCK,MK-BLCK,,,,,,
9572,CloneX #9572,https://clonex-assets.rtfkt.com/images/9572.png,https://clonex-assets.rtfkt.com/9572,Robot,BRAINZ,BLCK VARSITY JCKT,,,,,,,Cyber Bindi,,,
9573,CloneX #9573,https://clonex-assets.rtfkt.com/images/9573.png,https://clonex-assets.rtfkt.com/9573,Angel,BLCK Unkept,BONE PFA JCKT,,,Divine,Divine,,,,,,
9566,CloneX #9566,https://clonex-assets.rtfkt.com/images/9566.png,https://clonex-assets.rtfkt.com/9566,Human,PURP BRDZ,GRN HAWAIIAN Shirt,,,,,BRWN,EKO TAT,,,,
9564,CloneX #9564,https://clonex-assets.rtfkt.com/images/9564.png,https://clonex-assets.rtfkt.com/9564,Robot,YU-BLCK,IRI BLW UP JCKT,,,,,,,Cyborg V1,,,
9570,CloneX #9570,https://clonex-assets.rtfkt.com/images/9570.png,https://clonex-assets.rtfkt.com/9570,Angel,WHT Hairclip,BLCK BKR JCKT,,,,,,,Assault Glasses,,,
9567,CloneX #9567,https://clonex-assets.rtfkt.com/images/9567.png,https://clonex-assets.rtfkt.com/9567,Human,RTFKT TECH Cap,JELLYFISH BLW UP JCKT,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,BRWN,SMLY TAT,BTC,,Sword Sheath,
9565,CloneX #9565,https://clonex-assets.rtfkt.com/images/9565.png,https://clonex-assets.rtfkt.com/9565,Human,BLU Stylish,FLOOR Tee,,,,,BLCK Surprised,,,,,
9568,CloneX #9568,https://clonex-assets.rtfkt.com/images/9568.png,https://clonex-assets.rtfkt.com/9568,Robot,BLU Pigtails,BLU BNDN Shirt,,ROBO,,,,,,,,
9569,CloneX #9569,https://clonex-assets.rtfkt.com/images/9569.png,https://clonex-assets.rtfkt.com/9569,Human,NEON Cap,STRIPED POLO,,,,,PNK,,,PTRA Earring,,
9561,CloneX #9561,https://clonex-assets.rtfkt.com/images/9561.png,https://clonex-assets.rtfkt.com/9561,Robot,BRAINZ,BLCK BNDN Shirt,,Angry,,,,,,,,
9562,CloneX #9562,https://clonex-assets.rtfkt.com/images/9562.png,https://clonex-assets.rtfkt.com/9562,Robot,PNK Shape Up,PNK HAWAIIAN Shirt,RBY Two Piece,,,,,,,,,
9563,CloneX #9563,https://clonex-assets.rtfkt.com/images/9563.png,https://clonex-assets.rtfkt.com/9563,Human,PNK Curtains,WAGMI Tee,,Lollipop,,,BLU-PURP,SAD TAT,,,,
9560,CloneX #9560,https://clonex-assets.rtfkt.com/images/9560.png,https://clonex-assets.rtfkt.com/9560,Demon,PNK Shape Up,Blade Melt Tee,GLD Two Piece,Mustache,,,,,BTC,,,
9559,CloneX #9559,https://clonex-assets.rtfkt.com/images/9559.png,https://clonex-assets.rtfkt.com/9559,Human,WHT Unkept,RTFKT X TM RNBW FLOWER,,Ghost,MURAKAMI DRIP,MURAKAMI DRIP,BLU CRYSTL,,,,,
9557,CloneX #9557,https://clonex-assets.rtfkt.com/images/9557.png,https://clonex-assets.rtfkt.com/9557,Demon,GRN BWLCUT,CAMO PFA JCKT,,Jagged RNBW,ICE,ICE,,,,,,
9558,CloneX #9558,https://clonex-assets.rtfkt.com/images/9558.png,https://clonex-assets.rtfkt.com/9558,Human,BLCK BRDZ,SD Tee,,Gas Mask,,,BLCK Surprised,,3RD Eye,SLVR Round,,
9556,CloneX #9556,https://clonex-assets.rtfkt.com/images/9556.png,https://clonex-assets.rtfkt.com/9556,Human,,BLCK Tee,CHRM,SMILE,,,CLSD PNK,Band-Aid,,,,
9555,CloneX #9555,https://clonex-assets.rtfkt.com/images/9555.png,https://clonex-assets.rtfkt.com/9555,Human,GOAT HRNZ,BRED KBA JCKT,,,,,GRN,,,,,
9554,CloneX #9554,https://clonex-assets.rtfkt.com/images/9554.png,https://clonex-assets.rtfkt.com/9554,Human,YU-BRED,FLOOR Tee,S-HIRE G-Link,,,,BLCK Surprised,,Eye Patch,,,
9553,CloneX #9553,https://clonex-assets.rtfkt.com/images/9553.png,https://clonex-assets.rtfkt.com/9553,Robot,ORNG Bandana TECH Cap,BLCK Tee,SLVR G-Link,Angry,,,,,,SLVR Round,,
9544,CloneX #9544,https://clonex-assets.rtfkt.com/images/9544.png,https://clonex-assets.rtfkt.com/9544,Human,GRN Hacker,GRNDT Fur Coat,SLVR CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,PNK,333 TAT,,,,
9551,CloneX #9551,https://clonex-assets.rtfkt.com/images/9551.png,https://clonex-assets.rtfkt.com/9551,Robot,BLCK BRDZ,CAMO BBL Vest,,FANGZ,MK-BLCK,MK-BLCK,,,,,,
9549,CloneX #9549,https://clonex-assets.rtfkt.com/images/9549.png,https://clonex-assets.rtfkt.com/9549,Robot,BLCK Beanie,CAMO PFA JCKT,GLD Two Piece,Pilot Mask,,,,,Drip Scouter,,,
9548,CloneX #9548,https://clonex-assets.rtfkt.com/images/9548.png,https://clonex-assets.rtfkt.com/9548,Human,WHT BWLCUT,GRN Fur Coat,GPURP Two Piece,,,,GRN,,,,,
9545,CloneX #9545,https://clonex-assets.rtfkt.com/images/9545.png,https://clonex-assets.rtfkt.com/9545,Human,PNK Beret Braids,JS HOODIE,CHRM,,,,GRN,,Cyber Bindi,PTRA Earrings,,
9543,CloneX #9543,https://clonex-assets.rtfkt.com/images/9543.png,https://clonex-assets.rtfkt.com/9543,Human,Witch,LIME GANG,Bladez CHKR,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,PURP,STARZ TAT,,,,
9546,CloneX #9546,https://clonex-assets.rtfkt.com/images/9546.png,https://clonex-assets.rtfkt.com/9546,Robot,BLCK Quiff,WHT Utility Vest,,,,,,,,,,
